Batch Counter	Report Time	JVM Uptime	Node Id	GC Name	CollectionCount	Delta Collection Count	CollectionTime	Delta Collection Time	Last GC Start Time	Last GC Duration Millis	Heap Committed	Heap Init	Heap Max	Heap Used
92	Thu Feb 07 01:04:48 EET 2013	5545224	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525826	40.0	67108864	67108864	3221225472	45846192
92	Thu Feb 07 01:04:48 EET 2013	5547430	1	Garbage collection optimized for throughput Young Collector	72	1.0	484	4.0	5547392	5.0	67108864	67108864	3221225472	42669616
92	Thu Feb 07 01:04:48 EET 2013	5545224	2	Garbage collection optimized for throughput Young Collector	72	1.0	571	6.0	5487938	5.0	67108864	67108864	3221225472	45846192
92	Thu Feb 07 01:04:51 EET 2013	5550172	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585409	24.0	67108864	67108864	3221225472	49411944
92	Thu Feb 07 01:04:51 EET 2013	5548043	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525826	40.0	67108864	67108864	3221225472	48300368
92	Thu Feb 07 01:04:51 EET 2013	5550172	1	Garbage collection optimized for throughput Young Collector	72	1.0	484	4.0	5547392	5.0	67108864	67108864	3221225472	49411944
92	Thu Feb 07 01:04:51 EET 2013	5548046	2	Garbage collection optimized for throughput Young Collector	72	1.0	571	6.0	5487938	5.0	67108864	67108864	3221225472	48300368
93	Thu Feb 07 01:05:48 EET 2013	5607556	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585409	24.0	67108864	67108864	3221225472	36195560
93	Thu Feb 07 01:05:48 EET 2013	5605347	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525826	40.0	67108864	67108864	3221225472	46852672
93	Thu Feb 07 01:05:48 EET 2013	5607558	1	Garbage collection optimized for throughput Young Collector	73	1.0	489	5.0	5607534	5.0	67108864	67108864	3221225472	36195560
93	Thu Feb 07 01:05:48 EET 2013	5605347	2	Garbage collection optimized for throughput Young Collector	73	1.0	575	4.0	5548080	4.0	67108864	67108864	3221225472	46852672
93	Thu Feb 07 01:05:51 EET 2013	5610305	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585409	24.0	67108864	67108864	3221225472	46197072
93	Thu Feb 07 01:05:51 EET 2013	5608184	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525826	40.0	67108864	67108864	3221225472	47156776
93	Thu Feb 07 01:05:51 EET 2013	5610305	1	Garbage collection optimized for throughput Young Collector	73	1.0	489	5.0	5607534	5.0	67108864	67108864	3221225472	46197072
93	Thu Feb 07 01:05:51 EET 2013	5608188	2	Garbage collection optimized for throughput Young Collector	73	1.0	575	4.0	5548080	4.0	67108864	67108864	3221225472	47156776
94	Thu Feb 07 01:06:48 EET 2013	5667666	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585409	24.0	67108864	67108864	3221225472	53309416
94	Thu Feb 07 01:06:48 EET 2013	5665467	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525826	40.0	67108864	67108864	3221225472	54360656
94	Thu Feb 07 01:06:48 EET 2013	5667668	1	Garbage collection optimized for throughput Young Collector	73	0.0	489	0.0	5607534	5.0	67108864	67108864	3221225472	53309416
94	Thu Feb 07 01:06:48 EET 2013	5665467	2	Garbage collection optimized for throughput Young Collector	73	0.0	575	0.0	5548080	4.0	67108864	67108864	3221225472	54360656
94	Thu Feb 07 01:06:51 EET 2013	5670447	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585409	24.0	67108864	67108864	3221225472	45778264
94	Thu Feb 07 01:06:51 EET 2013	5668314	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525826	40.0	67108864	67108864	3221225472	47848792
94	Thu Feb 07 01:06:51 EET 2013	5670447	1	Garbage collection optimized for throughput Young Collector	74	1.0	496	7.0	5667670	7.0	67108864	67108864	3221225472	45778264
94	Thu Feb 07 01:06:51 EET 2013	5668317	2	Garbage collection optimized for throughput Young Collector	74	1.0	580	5.0	5668255	5.0	67108864	67108864	3221225472	47848792
95	Thu Feb 07 01:07:49 EET 2013	5727797	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585422	24.0	67108864	67108864	3221225472	49270632
95	Thu Feb 07 01:07:49 EET 2013	5725599	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525839	40.0	67108864	67108864	3221225472	55156056
95	Thu Feb 07 01:07:49 EET 2013	5727800	1	Garbage collection optimized for throughput Young Collector	74	1.0	496	7.0	5667684	7.0	67108864	67108864	3221225472	50843472
95	Thu Feb 07 01:07:49 EET 2013	5725599	2	Garbage collection optimized for throughput Young Collector	74	1.0	580	5.0	5668269	5.0	67108864	67108864	3221225472	55156056
95	Thu Feb 07 01:07:51 EET 2013	5730628	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585422	24.0	67108864	67108864	3221225472	46695240
95	Thu Feb 07 01:07:51 EET 2013	5728480	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525839	40.0	67108864	67108864	3221225472	48217512
95	Thu Feb 07 01:07:51 EET 2013	5730628	1	Garbage collection optimized for throughput Young Collector	75	1.0	500	4.0	5727825	4.0	67108864	67108864	3221225472	46695240
95	Thu Feb 07 01:07:51 EET 2013	5728483	2	Garbage collection optimized for throughput Young Collector	75	1.0	589	9.0	5728420	10.0	67108864	67108864	3221225472	48217512
96	Thu Feb 07 01:08:49 EET 2013	5787930	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585422	24.0	67108864	67108864	3221225472	47972336
96	Thu Feb 07 01:08:49 EET 2013	5785714	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525839	40.0	67108864	67108864	3221225472	54897824
96	Thu Feb 07 01:08:49 EET 2013	5787932	1	Garbage collection optimized for throughput Young Collector	75	1.0	500	4.0	5727825	4.0	67108864	67108864	3221225472	47972336
96	Thu Feb 07 01:08:49 EET 2013	5785714	2	Garbage collection optimized for throughput Young Collector	75	1.0	589	9.0	5728420	10.0	67108864	67108864	3221225472	54897824
96	Thu Feb 07 01:08:52 EET 2013	5790729	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585422	24.0	67108864	67108864	3221225472	42142040
96	Thu Feb 07 01:08:52 EET 2013	5788599	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525839	40.0	67108864	67108864	3221225472	39742672
96	Thu Feb 07 01:08:52 EET 2013	5790729	1	Garbage collection optimized for throughput Young Collector	76	1.0	509	9.0	5787979	10.0	67108864	67108864	3221225472	42142040
96	Thu Feb 07 01:08:52 EET 2013	5788601	2	Garbage collection optimized for throughput Young Collector	76	1.0	594	5.0	5788587	4.0	67108864	67108864	3221225472	39742672
97	Thu Feb 07 01:09:49 EET 2013	5848052	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585422	24.0	67108864	67108864	3221225472	48605408
97	Thu Feb 07 01:09:49 EET 2013	5845854	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525839	40.0	67108864	67108864	3221225472	49793952
97	Thu Feb 07 01:09:49 EET 2013	5848055	1	Garbage collection optimized for throughput Young Collector	76	1.0	509	9.0	5787979	10.0	67108864	67108864	3221225472	48605408
97	Thu Feb 07 01:09:49 EET 2013	5845854	2	Garbage collection optimized for throughput Young Collector	76	1.0	594	5.0	5788587	4.0	67108864	67108864	3221225472	49793952
97	Thu Feb 07 01:09:52 EET 2013	5850841	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585422	24.0	67108864	67108864	3221225472	55918144
97	Thu Feb 07 01:09:52 EET 2013	5848707	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525839	40.0	67108864	67108864	3221225472	56885256
97	Thu Feb 07 01:09:52 EET 2013	5850841	1	Garbage collection optimized for throughput Young Collector	76	0.0	509	0.0	5787979	10.0	67108864	67108864	3221225472	55918144
97	Thu Feb 07 01:09:52 EET 2013	5848710	2	Garbage collection optimized for throughput Young Collector	76	0.0	594	0.0	5788587	4.0	67108864	67108864	3221225472	56885256
98	Thu Feb 07 01:10:49 EET 2013	5908176	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585422	24.0	67108864	67108864	3221225472	46832680
98	Thu Feb 07 01:10:49 EET 2013	5905961	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525839	40.0	67108864	67108864	3221225472	50455728
98	Thu Feb 07 01:10:49 EET 2013	5908179	1	Garbage collection optimized for throughput Young Collector	77	1.0	514	5.0	5908126	5.0	67108864	67108864	3221225472	48981872
98	Thu Feb 07 01:10:49 EET 2013	5905961	2	Garbage collection optimized for throughput Young Collector	77	1.0	602	8.0	5848715	8.0	67108864	67108864	3221225472	50455728
98	Thu Feb 07 01:10:52 EET 2013	5911004	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585422	24.0	67108864	67108864	3221225472	53579512
98	Thu Feb 07 01:10:52 EET 2013	5908845	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525839	40.0	67108864	67108864	3221225472	54398496
98	Thu Feb 07 01:10:52 EET 2013	5911004	1	Garbage collection optimized for throughput Young Collector	77	1.0	514	5.0	5908126	5.0	67108864	67108864	3221225472	53579512
98	Thu Feb 07 01:10:52 EET 2013	5908847	2	Garbage collection optimized for throughput Young Collector	77	1.0	602	8.0	5848715	8.0	67108864	67108864	3221225472	56429480
99	Thu Feb 07 01:11:49 EET 2013	5968295	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585422	24.0	67108864	67108864	3221225472	40253768
99	Thu Feb 07 01:11:49 EET 2013	5966087	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525839	40.0	67108864	67108864	3221225472	51200776
99	Thu Feb 07 01:11:49 EET 2013	5968297	1	Garbage collection optimized for throughput Young Collector	78	1.0	517	3.0	5968266	4.0	67108864	67108864	3221225472	42352936
99	Thu Feb 07 01:11:49 EET 2013	5966087	2	Garbage collection optimized for throughput Young Collector	78	1.0	606	4.0	5908869	4.0	67108864	67108864	3221225472	51200776
99	Thu Feb 07 01:11:52 EET 2013	5971095	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585422	24.0	67108864	67108864	3221225472	50255280
99	Thu Feb 07 01:11:52 EET 2013	5968968	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525839	40.0	67108864	67108864	3221225472	51561928
99	Thu Feb 07 01:11:52 EET 2013	5971095	1	Garbage collection optimized for throughput Young Collector	78	1.0	517	3.0	5968266	4.0	67108864	67108864	3221225472	50255280
99	Thu Feb 07 01:11:52 EET 2013	5968970	2	Garbage collection optimized for throughput Young Collector	78	1.0	606	4.0	5908869	4.0	67108864	67108864	3221225472	51561928
100	Thu Feb 07 01:12:49 EET 2013	6028413	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585434	24.0	67108864	67108864	3221225472	57370792
100	Thu Feb 07 01:12:49 EET 2013	6026211	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525851	40.0	67108864	67108864	3221225472	48145248
100	Thu Feb 07 01:12:49 EET 2013	6028415	1	Garbage collection optimized for throughput Young Collector	78	0.0	517	0.0	5968279	4.0	67108864	67108864	3221225472	57370792
100	Thu Feb 07 01:12:49 EET 2013	6026211	2	Garbage collection optimized for throughput Young Collector	79	1.0	611	5.0	5969025	5.0	67108864	67108864	3221225472	48145248
100	Thu Feb 07 01:12:52 EET 2013	6031224	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585434	24.0	67108864	67108864	3221225472	49733152
100	Thu Feb 07 01:12:52 EET 2013	6029090	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525851	40.0	67108864	67108864	3221225472	52500576
100	Thu Feb 07 01:12:52 EET 2013	6031224	1	Garbage collection optimized for throughput Young Collector	79	1.0	521	4.0	6028416	4.0	67108864	67108864	3221225472	49733152
100	Thu Feb 07 01:12:52 EET 2013	6029093	2	Garbage collection optimized for throughput Young Collector	79	1.0	611	5.0	5969025	5.0	67108864	67108864	3221225472	52500576
101	Thu Feb 07 01:13:49 EET 2013	6088528	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585434	24.0	67108864	67108864	3221225472	54734296
101	Thu Feb 07 01:13:49 EET 2013	6086330	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525851	40.0	67108864	67108864	3221225472	59826360
101	Thu Feb 07 01:13:49 EET 2013	6088531	1	Garbage collection optimized for throughput Young Collector	79	0.0	521	0.0	6028416	4.0	67108864	67108864	3221225472	54734296
101	Thu Feb 07 01:13:49 EET 2013	6086330	2	Garbage collection optimized for throughput Young Collector	79	0.0	611	0.0	5969025	5.0	67108864	67108864	3221225472	59826360
101	Thu Feb 07 01:13:52 EET 2013	6091355	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585434	24.0	67108864	67108864	3221225472	50607952
101	Thu Feb 07 01:13:52 EET 2013	6089233	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525851	40.0	67108864	67108864	3221225472	49267784
101	Thu Feb 07 01:13:52 EET 2013	6091355	1	Garbage collection optimized for throughput Young Collector	80	1.0	527	6.0	6088550	5.0	67108864	67108864	3221225472	50607952
101	Thu Feb 07 01:13:52 EET 2013	6089236	2	Garbage collection optimized for throughput Young Collector	80	1.0	616	5.0	6089192	5.0	67108864	67108864	3221225472	50740904
102	Thu Feb 07 01:14:49 EET 2013	6148648	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585434	24.0	67108864	67108864	3221225472	52013648
102	Thu Feb 07 01:14:49 EET 2013	6146447	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525851	40.0	67108864	67108864	3221225472	60408520
102	Thu Feb 07 01:14:49 EET 2013	6148650	1	Garbage collection optimized for throughput Young Collector	80	1.0	527	6.0	6088550	5.0	67108864	67108864	3221225472	54112816
102	Thu Feb 07 01:14:49 EET 2013	6146447	2	Garbage collection optimized for throughput Young Collector	80	1.0	616	5.0	6089192	5.0	67108864	67108864	3221225472	60408520
102	Thu Feb 07 01:14:52 EET 2013	6151487	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585434	24.0	67108864	67108864	3221225472	48346632
102	Thu Feb 07 01:14:52 EET 2013	6149362	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525851	40.0	67108864	67108864	3221225472	46177712
102	Thu Feb 07 01:14:52 EET 2013	6151487	1	Garbage collection optimized for throughput Young Collector	81	1.0	531	4.0	6148686	5.0	67108864	67108864	3221225472	48346632
102	Thu Feb 07 01:14:52 EET 2013	6149364	2	Garbage collection optimized for throughput Young Collector	81	1.0	620	4.0	6149338	3.0	67108864	67108864	3221225472	46177712
103	Thu Feb 07 01:15:50 EET 2013	6208766	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585434	24.0	67108864	67108864	3221225472	52760880
103	Thu Feb 07 01:15:50 EET 2013	6206572	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525851	40.0	67108864	67108864	3221225472	54146664
103	Thu Feb 07 01:15:50 EET 2013	6208770	1	Garbage collection optimized for throughput Young Collector	81	1.0	531	4.0	6148686	5.0	67108864	67108864	3221225472	52760880
103	Thu Feb 07 01:15:50 EET 2013	6206572	2	Garbage collection optimized for throughput Young Collector	81	1.0	620	4.0	6149338	3.0	67108864	67108864	3221225472	54146664
103	Thu Feb 07 01:15:52 EET 2013	6211646	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585434	24.0	67108864	67108864	3221225472	60115112
103	Thu Feb 07 01:15:52 EET 2013	6209486	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525851	40.0	67108864	67108864	3221225472	61209584
103	Thu Feb 07 01:15:52 EET 2013	6211646	1	Garbage collection optimized for throughput Young Collector	81	0.0	531	0.0	6148686	5.0	67108864	67108864	3221225472	60115112
103	Thu Feb 07 01:15:52 EET 2013	6209506	2	Garbage collection optimized for throughput Young Collector	82	1.0	637	17.0	6209478	17.0	67108864	67108864	3221225472	44637728
104	Thu Feb 07 01:16:50 EET 2013	6268910	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585434	24.0	67108864	67108864	3221225472	53622360
104	Thu Feb 07 01:16:50 EET 2013	6266689	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525851	40.0	67108864	67108864	3221225472	54686960
104	Thu Feb 07 01:16:50 EET 2013	6268914	1	Garbage collection optimized for throughput Young Collector	82	1.0	538	7.0	6268843	7.0	67108864	67108864	3221225472	53622360
104	Thu Feb 07 01:16:50 EET 2013	6266689	2	Garbage collection optimized for throughput Young Collector	82	1.0	637	17.0	6209478	17.0	67108864	67108864	3221225472	54686960
104	Thu Feb 07 01:16:53 EET 2013	6271825	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585434	24.0	67108864	67108864	3221225472	60820568
104	Thu Feb 07 01:16:53 EET 2013	6269670	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525851	40.0	67108864	67108864	3221225472	60719600
104	Thu Feb 07 01:16:53 EET 2013	6271825	1	Garbage collection optimized for throughput Young Collector	82	1.0	538	7.0	6268843	7.0	67108864	67108864	3221225472	60820568
104	Thu Feb 07 01:16:53 EET 2013	6269673	2	Garbage collection optimized for throughput Young Collector	82	0.0	637	0.0	6209478	17.0	67108864	67108864	3221225472	61768160
105	Thu Feb 07 01:17:50 EET 2013	6329051	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585447	24.0	67108864	67108864	3221225472	44396440
105	Thu Feb 07 01:17:50 EET 2013	6326840	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525864	40.0	67108864	67108864	3221225472	55552360
105	Thu Feb 07 01:17:50 EET 2013	6329054	1	Garbage collection optimized for throughput Young Collector	83	1.0	542	4.0	6329028	4.0	67108864	67108864	3221225472	44396440
105	Thu Feb 07 01:17:50 EET 2013	6326840	2	Garbage collection optimized for throughput Young Collector	83	1.0	643	6.0	6269697	5.0	67108864	67108864	3221225472	55552360
105	Thu Feb 07 01:17:53 EET 2013	6331967	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585447	24.0	67108864	67108864	3221225472	54352264
105	Thu Feb 07 01:17:53 EET 2013	6329842	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525864	40.0	67108864	67108864	3221225472	57991880
105	Thu Feb 07 01:17:53 EET 2013	6331967	1	Garbage collection optimized for throughput Young Collector	83	1.0	542	4.0	6329028	4.0	67108864	67108864	3221225472	54352264
105	Thu Feb 07 01:17:53 EET 2013	6329845	2	Garbage collection optimized for throughput Young Collector	83	1.0	643	6.0	6269697	5.0	67108864	67108864	3221225472	57991880
106	Thu Feb 07 01:18:50 EET 2013	6389169	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585447	24.0	67108864	67108864	3221225472	61512712
106	Thu Feb 07 01:18:50 EET 2013	6386965	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525864	40.0	67108864	67108864	3221225472	53857760
106	Thu Feb 07 01:18:50 EET 2013	6389177	1	Garbage collection optimized for throughput Young Collector	84	1.0	546	4.0	6389167	4.0	67108864	67108864	3221225472	43320336
106	Thu Feb 07 01:18:50 EET 2013	6386965	2	Garbage collection optimized for throughput Young Collector	84	1.0	679	36.0	6329897	36.0	67108864	67108864	3221225472	53857760
106	Thu Feb 07 01:18:53 EET 2013	6392147	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585447	24.0	67108864	67108864	3221225472	54894688
106	Thu Feb 07 01:18:53 EET 2013	6390015	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525864	40.0	67108864	67108864	3221225472	56755960
106	Thu Feb 07 01:18:53 EET 2013	6392147	1	Garbage collection optimized for throughput Young Collector	84	1.0	546	4.0	6389167	4.0	67108864	67108864	3221225472	54894688
106	Thu Feb 07 01:18:53 EET 2013	6390018	2	Garbage collection optimized for throughput Young Collector	84	1.0	679	36.0	6329897	36.0	67108864	67108864	3221225472	56755960
107	Thu Feb 07 01:19:50 EET 2013	6449291	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585447	24.0	67108864	67108864	3221225472	58925360
107	Thu Feb 07 01:19:50 EET 2013	6447090	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525864	40.0	67108864	67108864	3221225472	51252288
107	Thu Feb 07 01:19:50 EET 2013	6449293	1	Garbage collection optimized for throughput Young Collector	84	0.0	546	0.0	6389167	4.0	67108864	67108864	3221225472	61008792
107	Thu Feb 07 01:19:50 EET 2013	6447090	2	Garbage collection optimized for throughput Young Collector	85	1.0	684	5.0	6390073	5.0	67108864	67108864	3221225472	51252288
107	Thu Feb 07 01:19:53 EET 2013	6452267	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585447	24.0	67108864	67108864	3221225472	55838512
107	Thu Feb 07 01:19:53 EET 2013	6450134	2	Garbage collection optimized for throughput Old Collector	3	0.0	280	0.0	4525864	40.0	67108864	67108864	3221225472	57563960
107	Thu Feb 07 01:19:53 EET 2013	6452267	1	Garbage collection optimized for throughput Young Collector	85	1.0	550	4.0	6449303	5.0	67108864	67108864	3221225472	55838512
107	Thu Feb 07 01:19:53 EET 2013	6450137	2	Garbage collection optimized for throughput Young Collector	85	1.0	684	5.0	6390073	5.0	67108864	67108864	3221225472	57563960
108	Thu Feb 07 01:20:50 EET 2013	6509406	1	Garbage collection optimized for throughput Old Collector	3	0.0	120	0.0	4585447	24.0	67108864	67108864	3221225472	58222504
108	Thu Feb 07 01:20:50 EET 2013	6507207	2	Garbage collection optimized for throughput Old Collector	4	1.0	327	47.0	6450146	24.0	67108864	67108864	3221225472	26533808
