Batch Counter	Report Time	JVM Uptime	Node Id	GC Name	CollectionCount	Delta Collection Count	CollectionTime	Delta Collection Time	Last GC Start Time	Last GC Duration Millis	Heap Committed	Heap Init	Heap Max	Heap Used
30	Thu Feb 07 00:02:40 EET 2013	1819420	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097651	20.0	67108864	67108864	3221225472	39229648
30	Thu Feb 07 00:02:40 EET 2013	1817212	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095542	81.0	67108864	67108864	3221225472	55080400
30	Thu Feb 07 00:02:40 EET 2013	1819423	1	Garbage collection optimized for throughput Young Collector	22	1.0	200	5.0	1819385	6.0	67108864	67108864	3221225472	40710976
30	Thu Feb 07 00:02:40 EET 2013	1817212	2	Garbage collection optimized for throughput Young Collector	21	0.0	266	0.0	1699138	5.0	67108864	67108864	3221225472	55080400
30	Thu Feb 07 00:02:42 EET 2013	1821517	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097651	20.0	67108864	67108864	3221225472	46955960
30	Thu Feb 07 00:02:42 EET 2013	1819396	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095542	81.0	67108864	67108864	3221225472	43007208
30	Thu Feb 07 00:02:42 EET 2013	1821517	1	Garbage collection optimized for throughput Young Collector	22	1.0	200	5.0	1819385	6.0	67108864	67108864	3221225472	46955960
30	Thu Feb 07 00:02:42 EET 2013	1819401	2	Garbage collection optimized for throughput Young Collector	22	1.0	271	5.0	1819354	5.0	67108864	67108864	3221225472	43007208
31	Thu Feb 07 00:03:40 EET 2013	1879544	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097651	20.0	67108864	67108864	3221225472	54675480
31	Thu Feb 07 00:03:40 EET 2013	1877342	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095542	81.0	67108864	67108864	3221225472	47329408
31	Thu Feb 07 00:03:40 EET 2013	1879547	1	Garbage collection optimized for throughput Young Collector	22	0.0	200	0.0	1819385	6.0	67108864	67108864	3221225472	54675480
31	Thu Feb 07 00:03:40 EET 2013	1877342	2	Garbage collection optimized for throughput Young Collector	22	1.0	271	5.0	1819354	5.0	67108864	67108864	3221225472	47329408
31	Thu Feb 07 00:03:42 EET 2013	1881662	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097651	20.0	67108864	67108864	3221225472	45449528
31	Thu Feb 07 00:03:42 EET 2013	1879537	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095542	81.0	67108864	67108864	3221225472	56097280
31	Thu Feb 07 00:03:42 EET 2013	1881662	1	Garbage collection optimized for throughput Young Collector	23	1.0	204	4.0	1879566	4.0	67108864	67108864	3221225472	45449528
31	Thu Feb 07 00:03:42 EET 2013	1879540	2	Garbage collection optimized for throughput Young Collector	22	0.0	271	0.0	1819354	5.0	67108864	67108864	3221225472	56097280
32	Thu Feb 07 00:04:40 EET 2013	1939671	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097651	20.0	67108864	67108864	3221225472	48035104
32	Thu Feb 07 00:04:40 EET 2013	1937470	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095542	81.0	67108864	67108864	3221225472	47477536
32	Thu Feb 07 00:04:40 EET 2013	1939674	1	Garbage collection optimized for throughput Young Collector	23	1.0	204	4.0	1879566	4.0	67108864	67108864	3221225472	48035104
32	Thu Feb 07 00:04:40 EET 2013	1937470	2	Garbage collection optimized for throughput Young Collector	23	1.0	276	5.0	1879552	5.0	67108864	67108864	3221225472	47477536
32	Thu Feb 07 00:04:43 EET 2013	1941811	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097651	20.0	67108864	67108864	3221225472	55970408
32	Thu Feb 07 00:04:43 EET 2013	1939685	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095542	81.0	67108864	67108864	3221225472	48247600
32	Thu Feb 07 00:04:43 EET 2013	1941811	1	Garbage collection optimized for throughput Young Collector	23	0.0	204	0.0	1879566	4.0	67108864	67108864	3221225472	55970408
32	Thu Feb 07 00:04:43 EET 2013	1939688	2	Garbage collection optimized for throughput Young Collector	23	1.0	276	5.0	1879552	5.0	67108864	67108864	3221225472	48247600
33	Thu Feb 07 00:05:41 EET 2013	1999801	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097651	20.0	67108864	67108864	3221225472	45191472
33	Thu Feb 07 00:05:41 EET 2013	1997590	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095542	81.0	67108864	67108864	3221225472	57226640
33	Thu Feb 07 00:05:41 EET 2013	1999805	1	Garbage collection optimized for throughput Young Collector	24	1.0	212	8.0	1999747	8.0	67108864	67108864	3221225472	46668656
33	Thu Feb 07 00:05:41 EET 2013	1997590	2	Garbage collection optimized for throughput Young Collector	23	0.0	276	0.0	1879552	5.0	67108864	67108864	3221225472	57226640
33	Thu Feb 07 00:05:43 EET 2013	2001956	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097651	20.0	67108864	67108864	3221225472	49373048
33	Thu Feb 07 00:05:43 EET 2013	1999833	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095542	81.0	67108864	67108864	3221225472	45206984
33	Thu Feb 07 00:05:43 EET 2013	2001956	1	Garbage collection optimized for throughput Young Collector	24	1.0	212	8.0	1999747	8.0	67108864	67108864	3221225472	49373048
33	Thu Feb 07 00:05:43 EET 2013	1999837	2	Garbage collection optimized for throughput Young Collector	24	1.0	281	5.0	1999766	5.0	67108864	67108864	3221225472	45206984
34	Thu Feb 07 00:06:41 EET 2013	2059929	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097651	20.0	67108864	67108864	3221225472	58129632
34	Thu Feb 07 00:06:41 EET 2013	2057727	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095542	81.0	67108864	67108864	3221225472	56842448
34	Thu Feb 07 00:06:41 EET 2013	2059933	1	Garbage collection optimized for throughput Young Collector	24	0.0	212	0.0	1999747	8.0	67108864	67108864	3221225472	58129632
34	Thu Feb 07 00:06:41 EET 2013	2057727	2	Garbage collection optimized for throughput Young Collector	24	1.0	281	5.0	1999766	5.0	67108864	67108864	3221225472	56842448
34	Thu Feb 07 00:06:43 EET 2013	2062100	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097651	20.0	67108864	67108864	3221225472	47707224
34	Thu Feb 07 00:06:43 EET 2013	2059973	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095542	81.0	67108864	67108864	3221225472	58255160
34	Thu Feb 07 00:06:43 EET 2013	2062100	1	Garbage collection optimized for throughput Young Collector	25	1.0	218	6.0	2059931	6.0	67108864	67108864	3221225472	47707224
34	Thu Feb 07 00:06:43 EET 2013	2059977	2	Garbage collection optimized for throughput Young Collector	24	0.0	281	0.0	1999766	5.0	67108864	67108864	3221225472	58255160
35	Thu Feb 07 00:07:41 EET 2013	2120057	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097663	20.0	67108864	67108864	3221225472	50341320
35	Thu Feb 07 00:07:41 EET 2013	2117855	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095555	81.0	67108864	67108864	3221225472	49568408
35	Thu Feb 07 00:07:41 EET 2013	2120060	1	Garbage collection optimized for throughput Young Collector	25	1.0	218	6.0	2059944	6.0	67108864	67108864	3221225472	50341320
35	Thu Feb 07 00:07:41 EET 2013	2117855	2	Garbage collection optimized for throughput Young Collector	25	1.0	287	6.0	2059989	6.0	67108864	67108864	3221225472	49568408
35	Thu Feb 07 00:07:43 EET 2013	2122253	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097663	20.0	67108864	67108864	3221225472	40152944
35	Thu Feb 07 00:07:43 EET 2013	2120126	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095555	81.0	67108864	67108864	3221225472	52494464
35	Thu Feb 07 00:07:43 EET 2013	2122253	1	Garbage collection optimized for throughput Young Collector	26	1.0	227	9.0	2120123	9.0	67108864	67108864	3221225472	40152944
35	Thu Feb 07 00:07:43 EET 2013	2120129	2	Garbage collection optimized for throughput Young Collector	25	0.0	287	0.0	2059989	6.0	67108864	67108864	3221225472	52494464
36	Thu Feb 07 00:08:41 EET 2013	2180192	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097663	20.0	67108864	67108864	3221225472	47273560
36	Thu Feb 07 00:08:41 EET 2013	2177988	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095555	81.0	67108864	67108864	3221225472	43391384
36	Thu Feb 07 00:08:41 EET 2013	2180195	1	Garbage collection optimized for throughput Young Collector	26	1.0	227	9.0	2120123	9.0	67108864	67108864	3221225472	47273560
36	Thu Feb 07 00:08:41 EET 2013	2177988	2	Garbage collection optimized for throughput Young Collector	26	1.0	292	5.0	2120201	5.0	67108864	67108864	3221225472	43391384
36	Thu Feb 07 00:08:43 EET 2013	2182403	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097663	20.0	67108864	67108864	3221225472	55172680
36	Thu Feb 07 00:08:43 EET 2013	2180274	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095555	81.0	67108864	67108864	3221225472	50540072
36	Thu Feb 07 00:08:43 EET 2013	2182403	1	Garbage collection optimized for throughput Young Collector	26	0.0	227	0.0	2120123	9.0	67108864	67108864	3221225472	55172680
36	Thu Feb 07 00:08:43 EET 2013	2180278	2	Garbage collection optimized for throughput Young Collector	26	1.0	292	5.0	2120201	5.0	67108864	67108864	3221225472	50540072
37	Thu Feb 07 00:09:41 EET 2013	2240315	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097663	20.0	67108864	67108864	3221225472	37353536
37	Thu Feb 07 00:09:41 EET 2013	2238110	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095555	81.0	67108864	67108864	3221225472	55278480
37	Thu Feb 07 00:09:41 EET 2013	2240323	1	Garbage collection optimized for throughput Young Collector	27	1.0	232	5.0	2240310	4.0	67108864	67108864	3221225472	37353536
37	Thu Feb 07 00:09:41 EET 2013	2238110	2	Garbage collection optimized for throughput Young Collector	26	0.0	292	0.0	2120201	5.0	67108864	67108864	3221225472	55278480
37	Thu Feb 07 00:09:43 EET 2013	2242533	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097663	20.0	67108864	67108864	3221225472	51572808
37	Thu Feb 07 00:09:43 EET 2013	2240411	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095555	81.0	67108864	67108864	3221225472	38694576
37	Thu Feb 07 00:09:43 EET 2013	2242533	1	Garbage collection optimized for throughput Young Collector	27	1.0	232	5.0	2240310	4.0	67108864	67108864	3221225472	51572808
37	Thu Feb 07 00:09:43 EET 2013	2240414	2	Garbage collection optimized for throughput Young Collector	27	1.0	297	5.0	2240397	5.0	67108864	67108864	3221225472	38694576
38	Thu Feb 07 00:10:41 EET 2013	2300447	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097663	20.0	67108864	67108864	3221225472	56105304
38	Thu Feb 07 00:10:41 EET 2013	2298241	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095555	81.0	67108864	67108864	3221225472	52204272
38	Thu Feb 07 00:10:41 EET 2013	2300450	1	Garbage collection optimized for throughput Young Collector	27	0.0	232	0.0	2240310	4.0	67108864	67108864	3221225472	56105304
38	Thu Feb 07 00:10:41 EET 2013	2298241	2	Garbage collection optimized for throughput Young Collector	27	1.0	297	5.0	2240397	5.0	67108864	67108864	3221225472	52204272
38	Thu Feb 07 00:10:44 EET 2013	2302677	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097663	20.0	67108864	67108864	3221225472	43359592
38	Thu Feb 07 00:10:44 EET 2013	2300552	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095555	81.0	67108864	67108864	3221225472	54695744
38	Thu Feb 07 00:10:44 EET 2013	2302677	1	Garbage collection optimized for throughput Young Collector	28	1.0	236	4.0	2300489	4.0	67108864	67108864	3221225472	43359592
38	Thu Feb 07 00:10:44 EET 2013	2300556	2	Garbage collection optimized for throughput Young Collector	27	0.0	297	0.0	2240397	5.0	67108864	67108864	3221225472	56268584
39	Thu Feb 07 00:11:41 EET 2013	2360572	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097663	20.0	67108864	67108864	3221225472	53104176
39	Thu Feb 07 00:11:41 EET 2013	2358369	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095555	81.0	67108864	67108864	3221225472	49260920
39	Thu Feb 07 00:11:41 EET 2013	2360575	1	Garbage collection optimized for throughput Young Collector	28	1.0	236	4.0	2300489	4.0	67108864	67108864	3221225472	53104176
39	Thu Feb 07 00:11:41 EET 2013	2358369	2	Garbage collection optimized for throughput Young Collector	28	1.0	307	10.0	2300606	10.0	67108864	67108864	3221225472	49260920
39	Thu Feb 07 00:11:44 EET 2013	2362846	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097663	20.0	67108864	67108864	3221225472	59472312
39	Thu Feb 07 00:11:44 EET 2013	2360709	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095555	81.0	67108864	67108864	3221225472	53400512
39	Thu Feb 07 00:11:44 EET 2013	2362846	1	Garbage collection optimized for throughput Young Collector	28	0.0	236	0.0	2300489	4.0	67108864	67108864	3221225472	59472312
39	Thu Feb 07 00:11:44 EET 2013	2360712	2	Garbage collection optimized for throughput Young Collector	28	1.0	307	10.0	2300606	10.0	67108864	67108864	3221225472	53400512
40	Thu Feb 07 00:12:41 EET 2013	2420696	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097676	20.0	67108864	67108864	3221225472	41044400
40	Thu Feb 07 00:12:41 EET 2013	2418488	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095568	81.0	67108864	67108864	3221225472	59746976
40	Thu Feb 07 00:12:41 EET 2013	2420699	1	Garbage collection optimized for throughput Young Collector	29	1.0	240	4.0	2420681	4.0	67108864	67108864	3221225472	41044400
40	Thu Feb 07 00:12:41 EET 2013	2418488	2	Garbage collection optimized for throughput Young Collector	28	0.0	307	0.0	2300620	10.0	67108864	67108864	3221225472	59746976
40	Thu Feb 07 00:12:44 EET 2013	2423003	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097676	20.0	67108864	67108864	3221225472	54215112
40	Thu Feb 07 00:12:44 EET 2013	2420865	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095568	81.0	67108864	67108864	3221225472	48313800
40	Thu Feb 07 00:12:44 EET 2013	2423003	1	Garbage collection optimized for throughput Young Collector	29	1.0	240	4.0	2420681	4.0	67108864	67108864	3221225472	54215112
40	Thu Feb 07 00:12:44 EET 2013	2420869	2	Garbage collection optimized for throughput Young Collector	29	1.0	314	7.0	2420833	7.0	67108864	67108864	3221225472	48313800
41	Thu Feb 07 00:13:42 EET 2013	2480820	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097676	20.0	67108864	67108864	3221225472	60381360
41	Thu Feb 07 00:13:42 EET 2013	2478618	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095568	81.0	67108864	67108864	3221225472	54693400
41	Thu Feb 07 00:13:42 EET 2013	2480823	1	Garbage collection optimized for throughput Young Collector	29	0.0	240	0.0	2420681	4.0	67108864	67108864	3221225472	60381360
41	Thu Feb 07 00:13:42 EET 2013	2478618	2	Garbage collection optimized for throughput Young Collector	29	1.0	314	7.0	2420833	7.0	67108864	67108864	3221225472	54693400
41	Thu Feb 07 00:13:44 EET 2013	2483141	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097676	20.0	67108864	67108864	3221225472	47477984
41	Thu Feb 07 00:13:44 EET 2013	2481016	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095568	81.0	67108864	67108864	3221225472	58733232
41	Thu Feb 07 00:13:44 EET 2013	2483141	1	Garbage collection optimized for throughput Young Collector	30	1.0	245	5.0	2480857	4.0	67108864	67108864	3221225472	47477984
41	Thu Feb 07 00:13:44 EET 2013	2481020	2	Garbage collection optimized for throughput Young Collector	29	0.0	314	0.0	2420833	7.0	67108864	67108864	3221225472	58733232
42	Thu Feb 07 00:14:42 EET 2013	2540951	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097676	20.0	67108864	67108864	3221225472	55103456
42	Thu Feb 07 00:14:42 EET 2013	2538745	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095568	81.0	67108864	67108864	3221225472	53192352
42	Thu Feb 07 00:14:42 EET 2013	2540954	1	Garbage collection optimized for throughput Young Collector	30	1.0	245	5.0	2480857	4.0	67108864	67108864	3221225472	55103456
42	Thu Feb 07 00:14:42 EET 2013	2538745	2	Garbage collection optimized for throughput Young Collector	30	1.0	318	4.0	2481052	4.0	67108864	67108864	3221225472	53192352
42	Thu Feb 07 00:14:44 EET 2013	2543280	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097676	20.0	67108864	67108864	3221225472	61321712
42	Thu Feb 07 00:14:44 EET 2013	2541146	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095568	81.0	67108864	67108864	3221225472	55821040
42	Thu Feb 07 00:14:44 EET 2013	2543280	1	Garbage collection optimized for throughput Young Collector	30	0.0	245	0.0	2480857	4.0	67108864	67108864	3221225472	61321712
42	Thu Feb 07 00:14:44 EET 2013	2541149	2	Garbage collection optimized for throughput Young Collector	30	1.0	318	4.0	2481052	4.0	67108864	67108864	3221225472	55821040
43	Thu Feb 07 00:15:42 EET 2013	2601120	1	Garbage collection optimized for throughput Old Collector	2	1.0	72	33.0	2601072	17.0	67108864	67108864	3221225472	16404688
43	Thu Feb 07 00:15:42 EET 2013	2598888	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095568	81.0	67108864	67108864	3221225472	63772464
43	Thu Feb 07 00:15:42 EET 2013	2601123	1	Garbage collection optimized for throughput Young Collector	31	1.0	251	6.0	2601066	6.0	67108864	67108864	3221225472	18460264
43	Thu Feb 07 00:15:42 EET 2013	2598888	2	Garbage collection optimized for throughput Young Collector	30	0.0	318	0.0	2481052	4.0	67108864	67108864	3221225472	63772464
43	Thu Feb 07 00:15:44 EET 2013	2603416	1	Garbage collection optimized for throughput Old Collector	2	1.0	72	33.0	2601072	17.0	67108864	67108864	3221225472	33051904
43	Thu Feb 07 00:15:44 EET 2013	2601318	2	Garbage collection optimized for throughput Old Collector	2	1.0	201	39.0	2601261	19.0	67108864	67108864	3221225472	20295944
43	Thu Feb 07 00:15:44 EET 2013	2603416	1	Garbage collection optimized for throughput Young Collector	31	1.0	251	6.0	2601066	6.0	67108864	67108864	3221225472	33051904
43	Thu Feb 07 00:15:44 EET 2013	2601321	2	Garbage collection optimized for throughput Young Collector	31	1.0	322	4.0	2601256	5.0	67108864	67108864	3221225472	20295944
44	Thu Feb 07 00:16:42 EET 2013	2661245	1	Garbage collection optimized for throughput Old Collector	2	0.0	72	0.0	2601072	17.0	67108864	67108864	3221225472	35532880
44	Thu Feb 07 00:16:42 EET 2013	2659052	2	Garbage collection optimized for throughput Old Collector	2	1.0	201	39.0	2601261	19.0	67108864	67108864	3221225472	33243208
44	Thu Feb 07 00:16:42 EET 2013	2661248	1	Garbage collection optimized for throughput Young Collector	31	0.0	251	0.0	2601066	6.0	67108864	67108864	3221225472	35532880
44	Thu Feb 07 00:16:42 EET 2013	2659052	2	Garbage collection optimized for throughput Young Collector	31	1.0	322	4.0	2601256	5.0	67108864	67108864	3221225472	33243208
44	Thu Feb 07 00:16:44 EET 2013	2663579	1	Garbage collection optimized for throughput Old Collector	2	0.0	72	0.0	2601072	17.0	67108864	67108864	3221225472	31324416
44	Thu Feb 07 00:16:44 EET 2013	2661454	2	Garbage collection optimized for throughput Old Collector	2	0.0	201	0.0	2601261	19.0	67108864	67108864	3221225472	35711328
44	Thu Feb 07 00:16:44 EET 2013	2663579	1	Garbage collection optimized for throughput Young Collector	32	1.0	255	4.0	2661283	3.0	67108864	67108864	3221225472	31324416
44	Thu Feb 07 00:16:44 EET 2013	2661457	2	Garbage collection optimized for throughput Young Collector	31	0.0	322	0.0	2601256	5.0	67108864	67108864	3221225472	35711328
45	Thu Feb 07 00:17:42 EET 2013	2721381	1	Garbage collection optimized for throughput Old Collector	2	0.0	72	0.0	2601086	17.0	67108864	67108864	3221225472	34242952
45	Thu Feb 07 00:17:42 EET 2013	2719180	2	Garbage collection optimized for throughput Old Collector	2	0.0	201	0.0	2601275	19.0	67108864	67108864	3221225472	31741056
45	Thu Feb 07 00:17:42 EET 2013	2721384	1	Garbage collection optimized for throughput Young Collector	32	1.0	255	4.0	2661297	3.0	67108864	67108864	3221225472	34242952
45	Thu Feb 07 00:17:42 EET 2013	2719180	2	Garbage collection optimized for throughput Young Collector	32	1.0	327	5.0	2661499	5.0	67108864	67108864	3221225472	31741056
45	Thu Feb 07 00:17:45 EET 2013	2723720	1	Garbage collection optimized for throughput Old Collector	2	0.0	72	0.0	2601086	17.0	67108864	67108864	3221225472	34574112
45	Thu Feb 07 00:17:45 EET 2013	2721589	2	Garbage collection optimized for throughput Old Collector	2	0.0	201	0.0	2601275	19.0	67108864	67108864	3221225472	34478872
45	Thu Feb 07 00:17:45 EET 2013	2723720	1	Garbage collection optimized for throughput Young Collector	33	1.0	262	7.0	2721450	6.0	67108864	67108864	3221225472	34574112
45	Thu Feb 07 00:17:45 EET 2013	2721592	2	Garbage collection optimized for throughput Young Collector	32	1.0	327	5.0	2661499	5.0	67108864	67108864	3221225472	34478872
46	Thu Feb 07 00:18:42 EET 2013	2781515	1	Garbage collection optimized for throughput Old Collector	2	0.0	72	0.0	2601086	17.0	67108864	67108864	3221225472	35302400
46	Thu Feb 07 00:18:42 EET 2013	2779311	2	Garbage collection optimized for throughput Old Collector	2	0.0	201	0.0	2601275	19.0	67108864	67108864	3221225472	31204504
46	Thu Feb 07 00:18:42 EET 2013	2781518	1	Garbage collection optimized for throughput Young Collector	33	1.0	262	7.0	2721450	6.0	67108864	67108864	3221225472	35302400
46	Thu Feb 07 00:18:42 EET 2013	2779311	2	Garbage collection optimized for throughput Young Collector	33	1.0	336	9.0	2721651	9.0	67108864	67108864	3221225472	31204504
46	Thu Feb 07 00:18:45 EET 2013	2783919	1	Garbage collection optimized for throughput Old Collector	2	0.0	72	0.0	2601086	17.0	67108864	67108864	3221225472	42674664
46	Thu Feb 07 00:18:45 EET 2013	2781762	2	Garbage collection optimized for throughput Old Collector	2	0.0	201	0.0	2601275	19.0	67108864	67108864	3221225472	35433560
46	Thu Feb 07 00:18:45 EET 2013	2783919	1	Garbage collection optimized for throughput Young Collector	33	0.0	262	0.0	2721450	6.0	67108864	67108864	3221225472	42674664
46	Thu Feb 07 00:18:45 EET 2013	2781765	2	Garbage collection optimized for throughput Young Collector	33	1.0	336	9.0	2721651	9.0	67108864	67108864	3221225472	35433560
47	Thu Feb 07 00:19:42 EET 2013	2841646	1	Garbage collection optimized for throughput Old Collector	2	0.0	72	0.0	2601086	17.0	67108864	67108864	3221225472	31985120
47	Thu Feb 07 00:19:42 EET 2013	2839433	2	Garbage collection optimized for throughput Old Collector	2	0.0	201	0.0	2601275	19.0	67108864	67108864	3221225472	42758792
47	Thu Feb 07 00:19:42 EET 2013	2841649	1	Garbage collection optimized for throughput Young Collector	34	1.0	266	4.0	2841604	4.0	67108864	67108864	3221225472	31985120
47	Thu Feb 07 00:19:42 EET 2013	2839433	2	Garbage collection optimized for throughput Young Collector	33	0.0	336	0.0	2721651	9.0	67108864	67108864	3221225472	42758792
47	Thu Feb 07 00:19:45 EET 2013	2844122	1	Garbage collection optimized for throughput Old Collector	2	0.0	72	0.0	2601086	17.0	67108864	67108864	3221225472	42165424
47	Thu Feb 07 00:19:45 EET 2013	2842015	2	Garbage collection optimized for throughput Old Collector	2	0.0	201	0.0	2601275	19.0	67108864	67108864	3221225472	32355552
47	Thu Feb 07 00:19:45 EET 2013	2844122	1	Garbage collection optimized for throughput Young Collector	34	1.0	266	4.0	2841604	4.0	67108864	67108864	3221225472	42165424
47	Thu Feb 07 00:19:45 EET 2013	2842019	2	Garbage collection optimized for throughput Young Collector	34	1.0	341	5.0	2841961	5.0	67108864	67108864	3221225472	33832736
48	Thu Feb 07 00:20:43 EET 2013	2901777	1	Garbage collection optimized for throughput Old Collector	2	0.0	72	0.0	2601086	17.0	67108864	67108864	3221225472	27018072
48	Thu Feb 07 00:20:43 EET 2013	2899571	2	Garbage collection optimized for throughput Old Collector	2	0.0	201	0.0	2601275	19.0	67108864	67108864	3221225472	43380504
