Batch Counter	ReportTime	RefreshPolicy	RefreshTime	RefreshExcessCount	RefreshCount	RefreshPredictionCount	RefreshTimeoutCount
171	Thu Feb 07 08:24:55 EET 2013	refresh-ahead	Thu Feb 07 08:24:55 EET 2013	6	172	740	0
172	Thu Feb 07 08:25:55 EET 2013	refresh-ahead	Thu Feb 07 08:25:55 EET 2013	8	171	1036	0
172	Thu Feb 07 08:25:55 EET 2013	refresh-ahead	Thu Feb 07 08:25:55 EET 2013	6	172	740	0
173	Thu Feb 07 08:26:55 EET 2013	refresh-ahead	Thu Feb 07 08:26:55 EET 2013	8	171	1036	0
173	Thu Feb 07 08:26:55 EET 2013	refresh-ahead	Thu Feb 07 08:26:55 EET 2013	6	172	740	0
174	Thu Feb 07 08:27:55 EET 2013	refresh-ahead	Thu Feb 07 08:27:55 EET 2013	8	171	1036	0
174	Thu Feb 07 08:27:55 EET 2013	refresh-ahead	Thu Feb 07 08:27:55 EET 2013	6	172	740	0
175	Thu Feb 07 08:28:55 EET 2013	refresh-ahead	Thu Feb 07 08:28:55 EET 2013	8	171	1036	0
175	Thu Feb 07 08:28:55 EET 2013	refresh-ahead	Thu Feb 07 08:28:55 EET 2013	6	172	740	0
176	Thu Feb 07 08:29:55 EET 2013	refresh-ahead	Thu Feb 07 08:29:55 EET 2013	8	171	1036	0
176	Thu Feb 07 08:29:55 EET 2013	refresh-ahead	Thu Feb 07 08:29:55 EET 2013	6	172	740	0
177	Thu Feb 07 08:30:55 EET 2013	refresh-ahead	Thu Feb 07 08:30:55 EET 2013	8	171	1036	0
177	Thu Feb 07 08:30:56 EET 2013	refresh-ahead	Thu Feb 07 08:30:56 EET 2013	6	172	740	0
178	Thu Feb 07 08:31:56 EET 2013	refresh-ahead	Thu Feb 07 08:31:56 EET 2013	8	171	1036	0
178	Thu Feb 07 08:31:56 EET 2013	refresh-ahead	Thu Feb 07 08:31:56 EET 2013	6	172	740	0
179	Thu Feb 07 08:32:56 EET 2013	refresh-ahead	Thu Feb 07 08:32:56 EET 2013	8	171	1036	0
179	Thu Feb 07 08:32:56 EET 2013	refresh-ahead	Thu Feb 07 08:32:56 EET 2013	6	172	740	0
180	Thu Feb 07 08:33:56 EET 2013	refresh-ahead	Thu Feb 07 08:33:56 EET 2013	8	171	1036	0
180	Thu Feb 07 08:33:56 EET 2013	refresh-ahead	Thu Feb 07 08:33:56 EET 2013	6	172	740	0
181	Thu Feb 07 08:34:56 EET 2013	refresh-ahead	Thu Feb 07 08:34:56 EET 2013	8	171	1036	0
181	Thu Feb 07 08:34:56 EET 2013	refresh-ahead	Thu Feb 07 08:34:56 EET 2013	6	172	740	0
182	Thu Feb 07 08:35:56 EET 2013	refresh-ahead	Thu Feb 07 08:35:56 EET 2013	8	171	1036	0
182	Thu Feb 07 08:35:56 EET 2013	refresh-ahead	Thu Feb 07 08:35:56 EET 2013	6	172	740	0
183	Thu Feb 07 08:36:56 EET 2013	refresh-ahead	Thu Feb 07 08:36:56 EET 2013	8	171	1036	0
183	Thu Feb 07 08:36:56 EET 2013	refresh-ahead	Thu Feb 07 08:36:56 EET 2013	6	172	740	0
184	Thu Feb 07 08:37:56 EET 2013	refresh-ahead	Thu Feb 07 08:37:56 EET 2013	8	171	1036	0
184	Thu Feb 07 08:37:56 EET 2013	refresh-ahead	Thu Feb 07 08:37:56 EET 2013	6	172	740	0
185	Thu Feb 07 08:38:56 EET 2013	refresh-ahead	Thu Feb 07 08:38:56 EET 2013	8	171	1036	0
185	Thu Feb 07 08:38:56 EET 2013	refresh-ahead	Thu Feb 07 08:38:56 EET 2013	6	172	740	0
186	Thu Feb 07 08:39:56 EET 2013	refresh-ahead	Thu Feb 07 08:39:56 EET 2013	8	171	1036	0
186	Thu Feb 07 08:39:56 EET 2013	refresh-ahead	Thu Feb 07 08:39:56 EET 2013	6	172	740	0
187	Thu Feb 07 08:40:56 EET 2013	refresh-ahead	Thu Feb 07 08:40:56 EET 2013	8	171	1036	0
187	Thu Feb 07 08:40:57 EET 2013	refresh-ahead	Thu Feb 07 08:40:57 EET 2013	6	172	740	0
188	Thu Feb 07 08:41:56 EET 2013	refresh-ahead	Thu Feb 07 08:41:56 EET 2013	8	171	1036	0
188	Thu Feb 07 08:41:57 EET 2013	refresh-ahead	Thu Feb 07 08:41:57 EET 2013	6	172	740	0
189	Thu Feb 07 08:42:56 EET 2013	refresh-ahead	Thu Feb 07 08:42:56 EET 2013	8	171	1036	0
189	Thu Feb 07 08:42:57 EET 2013	refresh-ahead	Thu Feb 07 08:42:57 EET 2013	6	172	740	0
190	Thu Feb 07 08:43:56 EET 2013	refresh-ahead	Thu Feb 07 08:43:56 EET 2013	8	171	1036	0
190	Thu Feb 07 08:43:57 EET 2013	refresh-ahead	Thu Feb 07 08:43:57 EET 2013	6	172	740	0
191	Thu Feb 07 08:44:56 EET 2013	refresh-ahead	Thu Feb 07 08:44:56 EET 2013	8	171	1036	0
191	Thu Feb 07 08:44:57 EET 2013	refresh-ahead	Thu Feb 07 08:44:57 EET 2013	6	172	740	0
192	Thu Feb 07 08:45:57 EET 2013	refresh-ahead	Thu Feb 07 08:45:57 EET 2013	8	171	1036	0
192	Thu Feb 07 08:45:57 EET 2013	refresh-ahead	Thu Feb 07 08:45:57 EET 2013	6	172	740	0
193	Thu Feb 07 08:46:57 EET 2013	refresh-ahead	Thu Feb 07 08:46:57 EET 2013	8	171	1036	0
193	Thu Feb 07 08:46:57 EET 2013	refresh-ahead	Thu Feb 07 08:46:57 EET 2013	6	172	740	0
194	Thu Feb 07 08:47:57 EET 2013	refresh-ahead	Thu Feb 07 08:47:57 EET 2013	8	171	1036	0
194	Thu Feb 07 08:47:57 EET 2013	refresh-ahead	Thu Feb 07 08:47:57 EET 2013	6	172	740	0
195	Thu Feb 07 08:48:57 EET 2013	refresh-ahead	Thu Feb 07 08:48:57 EET 2013	8	171	1036	0
195	Thu Feb 07 08:48:57 EET 2013	refresh-ahead	Thu Feb 07 08:48:57 EET 2013	6	172	740	0
196	Thu Feb 07 08:49:57 EET 2013	refresh-ahead	Thu Feb 07 08:49:57 EET 2013	8	171	1036	0
196	Thu Feb 07 08:49:57 EET 2013	refresh-ahead	Thu Feb 07 08:49:57 EET 2013	6	172	740	0
197	Thu Feb 07 08:50:57 EET 2013	refresh-ahead	Thu Feb 07 08:50:57 EET 2013	8	171	1036	0
197	Thu Feb 07 08:50:57 EET 2013	refresh-ahead	Thu Feb 07 08:50:57 EET 2013	6	172	740	0
198	Thu Feb 07 08:51:57 EET 2013	refresh-ahead	Thu Feb 07 08:51:57 EET 2013	8	171	1036	0
198	Thu Feb 07 08:51:57 EET 2013	refresh-ahead	Thu Feb 07 08:51:57 EET 2013	6	172	740	0
199	Thu Feb 07 08:52:57 EET 2013	refresh-ahead	Thu Feb 07 08:52:57 EET 2013	8	171	1036	0
199	Thu Feb 07 08:52:58 EET 2013	refresh-ahead	Thu Feb 07 08:52:58 EET 2013	6	172	740	0
200	Thu Feb 07 08:53:58 EET 2013	refresh-ahead	Thu Feb 07 08:53:58 EET 2013	8	171	1036	0
200	Thu Feb 07 08:53:58 EET 2013	refresh-ahead	Thu Feb 07 08:53:58 EET 2013	6	172	740	0
201	Thu Feb 07 08:54:58 EET 2013	refresh-ahead	Thu Feb 07 08:54:58 EET 2013	8	171	1036	0
201	Thu Feb 07 08:54:58 EET 2013	refresh-ahead	Thu Feb 07 08:54:58 EET 2013	6	172	740	0
202	Thu Feb 07 08:55:58 EET 2013	refresh-ahead	Thu Feb 07 08:55:58 EET 2013	8	171	1036	0
202	Thu Feb 07 08:55:58 EET 2013	refresh-ahead	Thu Feb 07 08:55:58 EET 2013	6	172	740	0
203	Thu Feb 07 08:56:58 EET 2013	refresh-ahead	Thu Feb 07 08:56:58 EET 2013	8	171	1036	0
203	Thu Feb 07 08:56:58 EET 2013	refresh-ahead	Thu Feb 07 08:56:58 EET 2013	6	172	740	0
204	Thu Feb 07 08:57:58 EET 2013	refresh-ahead	Thu Feb 07 08:57:58 EET 2013	8	171	1036	0
204	Thu Feb 07 08:57:58 EET 2013	refresh-ahead	Thu Feb 07 08:57:58 EET 2013	6	172	740	0
205	Thu Feb 07 08:58:58 EET 2013	refresh-ahead	Thu Feb 07 08:58:58 EET 2013	8	171	1036	0
205	Thu Feb 07 08:58:58 EET 2013	refresh-ahead	Thu Feb 07 08:58:58 EET 2013	6	172	740	0
206	Thu Feb 07 08:59:58 EET 2013	refresh-ahead	Thu Feb 07 08:59:58 EET 2013	8	171	1036	0
206	Thu Feb 07 08:59:58 EET 2013	refresh-ahead	Thu Feb 07 08:59:58 EET 2013	6	172	740	0
