Batch Counter	Report Time	RefreshTime	Node Id	Tx Success	Rx Success	PacketsSent	Current Packets Sent	PacketsResent	Current Packet Resent	PacketsRepeated	Current Repeated	PacketsReceived	Current Packets Received
19	Wed Feb 06 23:51:41 EET 2013	Wed Feb 06 23:51:41 EET 2013	1	1.0	1.0	1802	91.0	0	0.0	0	0.0	1834	92.0
19	Wed Feb 06 23:51:41 EET 2013	Wed Feb 06 23:51:41 EET 2013	2	1.0	1.0	679	33.0	0	0.0	0	0.0	1841	92.0
20	Wed Feb 06 23:52:39 EET 2013	Wed Feb 06 23:52:39 EET 2013	1	1.0	1.0	1892	91.0	0	0.0	0	0.0	1924	92.0
20	Wed Feb 06 23:52:39 EET 2013	Wed Feb 06 23:52:39 EET 2013	2	1.0	1.0	681	32.0	0	0.0	0	0.0	1902	92.0
20	Wed Feb 06 23:52:41 EET 2013	Wed Feb 06 23:52:41 EET 2013	1	1.0	1.0	1894	92.0	0	0.0	0	0.0	1927	93.0
20	Wed Feb 06 23:52:41 EET 2013	Wed Feb 06 23:52:41 EET 2013	2	1.0	1.0	710	31.0	0	0.0	0	0.0	1932	91.0
21	Wed Feb 06 23:53:39 EET 2013	Wed Feb 06 23:53:39 EET 2013	1	1.0	1.0	1983	91.0	0	0.0	0	0.0	2015	91.0
21	Wed Feb 06 23:53:39 EET 2013	Wed Feb 06 23:53:39 EET 2013	2	1.0	1.0	712	31.0	0	0.0	0	0.0	1993	91.0
21	Wed Feb 06 23:53:41 EET 2013	Wed Feb 06 23:53:41 EET 2013	1	1.0	1.0	1985	91.0	0	0.0	0	0.0	2018	91.0
21	Wed Feb 06 23:53:41 EET 2013	Wed Feb 06 23:53:41 EET 2013	2	1.0	1.0	741	31.0	0	0.0	0	0.0	2023	91.0
22	Wed Feb 06 23:54:39 EET 2013	Wed Feb 06 23:54:39 EET 2013	1	1.0	1.0	2074	91.0	0	0.0	0	0.0	2106	91.0
22	Wed Feb 06 23:54:39 EET 2013	Wed Feb 06 23:54:39 EET 2013	2	1.0	1.0	743	31.0	0	0.0	0	0.0	2084	91.0
22	Wed Feb 06 23:54:41 EET 2013	Wed Feb 06 23:54:41 EET 2013	1	1.0	1.0	2076	91.0	0	0.0	0	0.0	2109	91.0
22	Wed Feb 06 23:54:41 EET 2013	Wed Feb 06 23:54:41 EET 2013	2	1.0	1.0	772	31.0	0	0.0	0	0.0	2114	91.0
23	Wed Feb 06 23:55:39 EET 2013	Wed Feb 06 23:55:39 EET 2013	1	1.0	1.0	2165	91.0	0	0.0	0	0.0	2197	91.0
23	Wed Feb 06 23:55:39 EET 2013	Wed Feb 06 23:55:39 EET 2013	2	1.0	1.0	774	31.0	0	0.0	0	0.0	2175	91.0
23	Wed Feb 06 23:55:41 EET 2013	Wed Feb 06 23:55:41 EET 2013	1	1.0	1.0	2167	91.0	0	0.0	0	0.0	2200	91.0
23	Wed Feb 06 23:55:41 EET 2013	Wed Feb 06 23:55:41 EET 2013	2	1.0	1.0	803	31.0	0	0.0	0	0.0	2205	91.0
24	Wed Feb 06 23:56:39 EET 2013	Wed Feb 06 23:56:39 EET 2013	1	1.0	1.0	2256	91.0	0	0.0	0	0.0	2288	91.0
24	Wed Feb 06 23:56:39 EET 2013	Wed Feb 06 23:56:39 EET 2013	2	1.0	1.0	805	31.0	0	0.0	0	0.0	2266	91.0
24	Wed Feb 06 23:56:41 EET 2013	Wed Feb 06 23:56:41 EET 2013	1	1.0	1.0	2258	91.0	0	0.0	0	0.0	2291	91.0
24	Wed Feb 06 23:56:41 EET 2013	Wed Feb 06 23:56:41 EET 2013	2	1.0	1.0	834	31.0	0	0.0	0	0.0	2296	91.0
25	Wed Feb 06 23:57:39 EET 2013	Wed Feb 06 23:57:39 EET 2013	1	1.0	1.0	2347	91.0	0	0.0	0	0.0	2379	91.0
25	Wed Feb 06 23:57:39 EET 2013	Wed Feb 06 23:57:39 EET 2013	2	1.0	1.0	836	31.0	0	0.0	0	0.0	2357	91.0
25	Wed Feb 06 23:57:42 EET 2013	Wed Feb 06 23:57:42 EET 2013	1	1.0	1.0	2349	91.0	0	0.0	0	0.0	2382	91.0
25	Wed Feb 06 23:57:42 EET 2013	Wed Feb 06 23:57:42 EET 2013	2	1.0	1.0	865	31.0	0	0.0	0	0.0	2387	91.0
26	Wed Feb 06 23:58:40 EET 2013	Wed Feb 06 23:58:40 EET 2013	1	1.0	1.0	2437	90.0	0	0.0	0	0.0	2451	72.0
26	Wed Feb 06 23:58:40 EET 2013	Wed Feb 06 23:58:40 EET 2013	2	1.0	1.0	867	31.0	0	0.0	0	0.0	2448	91.0
26	Wed Feb 06 23:58:42 EET 2013	Wed Feb 06 23:58:42 EET 2013	1	1.0	1.0	2442	93.0	0	0.0	0	0.0	2474	92.0
26	Wed Feb 06 23:58:42 EET 2013	Wed Feb 06 23:58:42 EET 2013	2	1.0	1.0	896	31.0	0	0.0	0	0.0	2480	93.0
27	Wed Feb 06 23:59:40 EET 2013	Wed Feb 06 23:59:40 EET 2013	1	1.0	1.0	2532	95.0	0	0.0	0	0.0	2563	112.0
27	Wed Feb 06 23:59:40 EET 2013	Wed Feb 06 23:59:40 EET 2013	2	1.0	1.0	899	32.0	0	0.0	0	0.0	2542	94.0
27	Wed Feb 06 23:59:42 EET 2013	Wed Feb 06 23:59:42 EET 2013	1	1.0	1.0	2534	92.0	0	0.0	0	0.0	2566	92.0
27	Wed Feb 06 23:59:42 EET 2013	Wed Feb 06 23:59:42 EET 2013	2	1.0	1.0	928	32.0	0	0.0	0	0.0	2572	92.0
