Batch Counter	Report Time	JVM Uptime	Node Id	GC Name	CollectionCount	Delta Collection Count	CollectionTime	Delta Collection Time	Last GC Start Time	Last GC Duration Millis	Heap Committed	Heap Init	Heap Max	Heap Used
22	Wed Feb 06 23:54:39 EET 2013	1338301	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097625	20.0	67108864	67108864	3221225472	42954536
22	Wed Feb 06 23:54:39 EET 2013	1336096	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095516	81.0	67108864	67108864	3221225472	40841696
22	Wed Feb 06 23:54:39 EET 2013	1338304	1	Garbage collection optimized for throughput Young Collector	16	0.0	165	0.0	1278173	6.0	67108864	67108864	3221225472	42954536
22	Wed Feb 06 23:54:39 EET 2013	1336096	2	Garbage collection optimized for throughput Young Collector	16	1.0	236	10.0	1278054	11.0	67108864	67108864	3221225472	40841696
22	Wed Feb 06 23:54:41 EET 2013	1340339	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097625	20.0	67108864	67108864	3221225472	30584088
22	Wed Feb 06 23:54:41 EET 2013	1338214	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095516	81.0	67108864	67108864	3221225472	43270152
22	Wed Feb 06 23:54:41 EET 2013	1340339	1	Garbage collection optimized for throughput Young Collector	17	1.0	170	5.0	1338353	5.0	67108864	67108864	3221225472	30584088
22	Wed Feb 06 23:54:41 EET 2013	1338217	2	Garbage collection optimized for throughput Young Collector	16	0.0	236	0.0	1278054	11.0	67108864	67108864	3221225472	44842992
23	Wed Feb 06 23:55:39 EET 2013	1398435	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097625	20.0	67108864	67108864	3221225472	39225432
23	Wed Feb 06 23:55:39 EET 2013	1396228	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095516	81.0	67108864	67108864	3221225472	37792600
23	Wed Feb 06 23:55:39 EET 2013	1398438	1	Garbage collection optimized for throughput Young Collector	17	1.0	170	5.0	1338353	5.0	67108864	67108864	3221225472	39225432
23	Wed Feb 06 23:55:39 EET 2013	1396228	2	Garbage collection optimized for throughput Young Collector	17	1.0	241	5.0	1338261	4.0	67108864	67108864	3221225472	37792600
23	Wed Feb 06 23:55:41 EET 2013	1400485	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097625	20.0	67108864	67108864	3221225472	45731384
23	Wed Feb 06 23:55:41 EET 2013	1398365	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095516	81.0	67108864	67108864	3221225472	41846224
23	Wed Feb 06 23:55:41 EET 2013	1400485	1	Garbage collection optimized for throughput Young Collector	17	0.0	170	0.0	1338353	5.0	67108864	67108864	3221225472	45731384
23	Wed Feb 06 23:55:41 EET 2013	1398369	2	Garbage collection optimized for throughput Young Collector	17	1.0	241	5.0	1338261	4.0	67108864	67108864	3221225472	41846224
24	Wed Feb 06 23:56:39 EET 2013	1458573	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097625	20.0	67108864	67108864	3221225472	29330200
24	Wed Feb 06 23:56:39 EET 2013	1456354	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095516	81.0	67108864	67108864	3221225472	49719456
24	Wed Feb 06 23:56:39 EET 2013	1458576	1	Garbage collection optimized for throughput Young Collector	18	1.0	174	4.0	1458548	5.0	67108864	67108864	3221225472	29330200
24	Wed Feb 06 23:56:39 EET 2013	1456354	2	Garbage collection optimized for throughput Young Collector	17	0.0	241	0.0	1338261	4.0	67108864	67108864	3221225472	49719456
24	Wed Feb 06 23:56:41 EET 2013	1460627	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097625	20.0	67108864	67108864	3221225472	41976632
24	Wed Feb 06 23:56:41 EET 2013	1458511	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095516	81.0	67108864	67108864	3221225472	31480536
24	Wed Feb 06 23:56:41 EET 2013	1460627	1	Garbage collection optimized for throughput Young Collector	18	1.0	174	4.0	1458548	5.0	67108864	67108864	3221225472	41976632
24	Wed Feb 06 23:56:41 EET 2013	1458515	2	Garbage collection optimized for throughput Young Collector	18	1.0	245	4.0	1458480	4.0	67108864	67108864	3221225472	31480536
25	Wed Feb 06 23:57:39 EET 2013	1518705	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097637	20.0	67108864	67108864	3221225472	46453272
25	Wed Feb 06 23:57:39 EET 2013	1516500	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095530	81.0	67108864	67108864	3221225472	42891064
25	Wed Feb 06 23:57:39 EET 2013	1518708	1	Garbage collection optimized for throughput Young Collector	18	0.0	174	0.0	1458561	5.0	67108864	67108864	3221225472	46453272
25	Wed Feb 06 23:57:39 EET 2013	1516500	2	Garbage collection optimized for throughput Young Collector	18	1.0	245	4.0	1458494	5.0	67108864	67108864	3221225472	42891064
25	Wed Feb 06 23:57:42 EET 2013	1520773	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097637	20.0	67108864	67108864	3221225472	39445696
25	Wed Feb 06 23:57:42 EET 2013	1518652	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095530	81.0	67108864	67108864	3221225472	49038384
25	Wed Feb 06 23:57:42 EET 2013	1520773	1	Garbage collection optimized for throughput Young Collector	19	1.0	179	5.0	1518746	5.0	67108864	67108864	3221225472	39445696
25	Wed Feb 06 23:57:42 EET 2013	1518656	2	Garbage collection optimized for throughput Young Collector	18	0.0	245	0.0	1458494	5.0	67108864	67108864	3221225472	49038384
26	Wed Feb 06 23:58:40 EET 2013	1578846	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097637	20.0	67108864	67108864	3221225472	43615104
26	Wed Feb 06 23:58:40 EET 2013	1576683	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095530	81.0	67108864	67108864	3221225472	41405216
26	Wed Feb 06 23:58:40 EET 2013	1578867	1	Garbage collection optimized for throughput Young Collector	19	1.0	179	5.0	1518746	5.0	67108864	67108864	3221225472	43615104
26	Wed Feb 06 23:58:40 EET 2013	1576683	2	Garbage collection optimized for throughput Young Collector	19	1.0	256	11.0	1518696	11.0	67108864	67108864	3221225472	41405216
26	Wed Feb 06 23:58:42 EET 2013	1580961	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097637	20.0	67108864	67108864	3221225472	49997768
26	Wed Feb 06 23:58:42 EET 2013	1578812	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095530	81.0	67108864	67108864	3221225472	44020088
26	Wed Feb 06 23:58:42 EET 2013	1580961	1	Garbage collection optimized for throughput Young Collector	19	0.0	179	0.0	1518746	5.0	67108864	67108864	3221225472	49997768
26	Wed Feb 06 23:58:42 EET 2013	1578815	2	Garbage collection optimized for throughput Young Collector	19	1.0	256	11.0	1518696	11.0	67108864	67108864	3221225472	44020088
27	Wed Feb 06 23:59:40 EET 2013	1639016	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097637	20.0	67108864	67108864	3221225472	33615896
27	Wed Feb 06 23:59:40 EET 2013	1636804	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095530	81.0	67108864	67108864	3221225472	52958368
27	Wed Feb 06 23:59:40 EET 2013	1639019	1	Garbage collection optimized for throughput Young Collector	20	1.0	184	5.0	1638986	5.0	67108864	67108864	3221225472	33615896
27	Wed Feb 06 23:59:40 EET 2013	1636804	2	Garbage collection optimized for throughput Young Collector	19	0.0	256	0.0	1518696	11.0	67108864	67108864	3221225472	52958368
27	Wed Feb 06 23:59:42 EET 2013	1641075	1	Garbage collection optimized for throughput Old Collector	1	0.0	39	0.0	1097637	20.0	67108864	67108864	3221225472	44648480
27	Wed Feb 06 23:59:42 EET 2013	1638958	2	Garbage collection optimized for throughput Old Collector	1	0.0	162	0.0	1095530	81.0	67108864	67108864	3221225472	33665064
27	Wed Feb 06 23:59:42 EET 2013	1641075	1	Garbage collection optimized for throughput Young Collector	20	1.0	184	5.0	1638986	5.0	67108864	67108864	3221225472	44648480
27	Wed Feb 06 23:59:42 EET 2013	1638962	2	Garbage collection optimized for throughput Young Collector	20	1.0	261	5.0	1638920	5.0	67108864	67108864	3221225472	35121720
