Batch Counter	Report Time	RefreshTime	Node Id	Tx Success	Rx Success	PacketsSent	Current Packets Sent	PacketsResent	Current Packet Resent	PacketsRepeated	Current Repeated	PacketsReceived	Current Packets Received
104	Thu Feb 07 01:16:50 EET 2013	Thu Feb 07 01:16:50 EET 2013	1	1.0	1.0	9558	92.0	0	0.0	0	0.0	9593	92.0
104	Thu Feb 07 01:16:50 EET 2013	Thu Feb 07 01:16:50 EET 2013	2	1.0	1.0	3300	32.0	0	0.0	0	0.0	9568	92.0
104	Thu Feb 07 01:16:53 EET 2013	Thu Feb 07 01:16:53 EET 2013	1	1.0	1.0	9561	91.0	0	0.0	0	0.0	9597	92.0
104	Thu Feb 07 01:16:53 EET 2013	Thu Feb 07 01:16:53 EET 2013	2	1.0	1.0	3329	33.0	0	0.0	0	0.0	9580	88.0
105	Thu Feb 07 01:17:50 EET 2013	Thu Feb 07 01:17:50 EET 2013	1	1.0	1.0	9650	92.0	0	0.0	0	0.0	9686	93.0
105	Thu Feb 07 01:17:50 EET 2013	Thu Feb 07 01:17:50 EET 2013	2	1.0	1.0	3333	33.0	0	0.0	0	0.0	9660	92.0
105	Thu Feb 07 01:17:53 EET 2013	Thu Feb 07 01:17:53 EET 2013	1	1.0	1.0	9653	92.0	0	0.0	0	0.0	9690	93.0
105	Thu Feb 07 01:17:53 EET 2013	Thu Feb 07 01:17:53 EET 2013	2	1.0	1.0	3362	33.0	0	0.0	0	0.0	9691	111.0
106	Thu Feb 07 01:18:50 EET 2013	Thu Feb 07 01:18:50 EET 2013	1	1.0	1.0	9741	91.0	0	0.0	0	0.0	9777	91.0
106	Thu Feb 07 01:18:50 EET 2013	Thu Feb 07 01:18:50 EET 2013	2	1.0	1.0	3364	31.0	0	0.0	0	0.0	9751	91.0
106	Thu Feb 07 01:18:53 EET 2013	Thu Feb 07 01:18:53 EET 2013	1	1.0	1.0	9744	91.0	0	0.0	0	0.0	9781	91.0
106	Thu Feb 07 01:18:53 EET 2013	Thu Feb 07 01:18:53 EET 2013	2	1.0	1.0	3393	31.0	0	0.0	0	0.0	9783	92.0
107	Thu Feb 07 01:19:50 EET 2013	Thu Feb 07 01:19:50 EET 2013	1	1.0	1.0	9833	91.0	0	0.0	0	0.0	9869	91.0
107	Thu Feb 07 01:19:50 EET 2013	Thu Feb 07 01:19:50 EET 2013	2	1.0	1.0	3395	31.0	0	0.0	0	0.0	9843	92.0
107	Thu Feb 07 01:19:53 EET 2013	Thu Feb 07 01:19:53 EET 2013	1	1.0	1.0	9836	92.0	0	0.0	0	0.0	9873	92.0
107	Thu Feb 07 01:19:53 EET 2013	Thu Feb 07 01:19:53 EET 2013	2	1.0	1.0	3424	31.0	0	0.0	0	0.0	9874	91.0
108	Thu Feb 07 01:20:50 EET 2013	Thu Feb 07 01:20:50 EET 2013	1	1.0	1.0	9924	91.0	0	0.0	0	0.0	9960	91.0
108	Thu Feb 07 01:20:50 EET 2013	Thu Feb 07 01:20:50 EET 2013	2	1.0	1.0	3426	31.0	0	0.0	0	0.0	9934	91.0
108	Thu Feb 07 01:20:53 EET 2013	Thu Feb 07 01:20:53 EET 2013	1	1.0	1.0	9927	91.0	0	0.0	0	0.0	9964	91.0
108	Thu Feb 07 01:20:53 EET 2013	Thu Feb 07 01:20:53 EET 2013	2	1.0	1.0	3455	31.0	0	0.0	0	0.0	9965	91.0
109	Thu Feb 07 01:21:50 EET 2013	Thu Feb 07 01:21:50 EET 2013	1	1.0	1.0	10015	91.0	0	0.0	0	0.0	10051	91.0
109	Thu Feb 07 01:21:50 EET 2013	Thu Feb 07 01:21:50 EET 2013	2	1.0	1.0	3457	31.0	0	0.0	0	0.0	10025	91.0
109	Thu Feb 07 01:21:53 EET 2013	Thu Feb 07 01:21:53 EET 2013	1	1.0	1.0	10018	91.0	0	0.0	0	0.0	10055	91.0
109	Thu Feb 07 01:21:53 EET 2013	Thu Feb 07 01:21:53 EET 2013	2	1.0	1.0	3486	31.0	0	0.0	0	0.0	10040	75.0
110	Thu Feb 07 01:22:50 EET 2013	Thu Feb 07 01:22:50 EET 2013	1	1.0	1.0	10106	91.0	0	0.0	0	0.0	10143	92.0
110	Thu Feb 07 01:22:50 EET 2013	Thu Feb 07 01:22:50 EET 2013	2	1.0	1.0	3489	32.0	0	0.0	0	0.0	10116	91.0
110	Thu Feb 07 01:22:53 EET 2013	Thu Feb 07 01:22:53 EET 2013	1	1.0	1.0	10110	92.0	0	0.0	0	0.0	10147	92.0
110	Thu Feb 07 01:22:53 EET 2013	Thu Feb 07 01:22:53 EET 2013	2	1.0	1.0	3518	32.0	0	0.0	0	0.0	10148	108.0
111	Thu Feb 07 01:23:51 EET 2013	Thu Feb 07 01:23:51 EET 2013	1	1.0	1.0	10198	91.0	0	0.0	0	0.0	10234	91.0
111	Thu Feb 07 01:23:51 EET 2013	Thu Feb 07 01:23:51 EET 2013	2	1.0	1.0	3520	31.0	0	0.0	0	0.0	10208	92.0
111	Thu Feb 07 01:23:54 EET 2013	Thu Feb 07 01:23:54 EET 2013	1	1.0	1.0	10201	91.0	0	0.0	0	0.0	10238	91.0
111	Thu Feb 07 01:23:54 EET 2013	Thu Feb 07 01:23:54 EET 2013	2	1.0	1.0	3549	31.0	0	0.0	0	0.0	10239	91.0
112	Thu Feb 07 01:24:51 EET 2013	Thu Feb 07 01:24:51 EET 2013	1	1.0	1.0	10289	91.0	0	0.0	0	0.0	10325	91.0
112	Thu Feb 07 01:24:51 EET 2013	Thu Feb 07 01:24:51 EET 2013	2	1.0	1.0	3551	31.0	0	0.0	0	0.0	10299	91.0
112	Thu Feb 07 01:24:54 EET 2013	Thu Feb 07 01:24:54 EET 2013	1	1.0	1.0	10292	91.0	0	0.0	0	0.0	10329	91.0
112	Thu Feb 07 01:24:54 EET 2013	Thu Feb 07 01:24:54 EET 2013	2	1.0	1.0	3579	30.0	0	0.0	0	0.0	10322	83.0
113	Thu Feb 07 01:25:51 EET 2013	Thu Feb 07 01:25:51 EET 2013	1	1.0	1.0	10380	91.0	0	0.0	0	0.0	10417	92.0
113	Thu Feb 07 01:25:51 EET 2013	Thu Feb 07 01:25:51 EET 2013	2	1.0	1.0	3583	32.0	0	0.0	0	0.0	10390	91.0
113	Thu Feb 07 01:25:54 EET 2013	Thu Feb 07 01:25:54 EET 2013	1	1.0	1.0	10383	91.0	0	0.0	0	0.0	10421	92.0
113	Thu Feb 07 01:25:54 EET 2013	Thu Feb 07 01:25:54 EET 2013	2	1.0	1.0	3612	32.0	0	0.0	0	0.0	10405	83.0
114	Thu Feb 07 01:26:51 EET 2013	Thu Feb 07 01:26:51 EET 2013	1	1.0	1.0	10471	91.0	0	0.0	0	0.0	10491	74.0
114	Thu Feb 07 01:26:51 EET 2013	Thu Feb 07 01:26:51 EET 2013	2	1.0	1.0	3615	32.0	0	0.0	0	0.0	10481	91.0
114	Thu Feb 07 01:26:54 EET 2013	Thu Feb 07 01:26:54 EET 2013	1	1.0	1.0	10476	93.0	0	0.0	0	0.0	10515	94.0
114	Thu Feb 07 01:26:54 EET 2013	Thu Feb 07 01:26:54 EET 2013	2	1.0	1.0	3645	33.0	0	0.0	0	0.0	10514	109.0
115	Thu Feb 07 01:27:51 EET 2013	Thu Feb 07 01:27:51 EET 2013	1	1.0	1.0	10563	92.0	0	0.0	0	0.0	10583	74.0
115	Thu Feb 07 01:27:51 EET 2013	Thu Feb 07 01:27:51 EET 2013	2	1.0	1.0	3647	32.0	0	0.0	0	0.0	10573	92.0
115	Thu Feb 07 01:27:54 EET 2013	Thu Feb 07 01:27:54 EET 2013	1	1.0	1.0	10568	92.0	0	0.0	0	0.0	10606	91.0
115	Thu Feb 07 01:27:54 EET 2013	Thu Feb 07 01:27:54 EET 2013	2	1.0	1.0	3676	31.0	0	0.0	0	0.0	10606	92.0
116	Thu Feb 07 01:28:51 EET 2013	Thu Feb 07 01:28:51 EET 2013	1	1.0	1.0	10656	93.0	0	0.0	0	0.0	10694	111.0
116	Thu Feb 07 01:28:51 EET 2013	Thu Feb 07 01:28:51 EET 2013	2	1.0	1.0	3679	32.0	0	0.0	0	0.0	10666	93.0
116	Thu Feb 07 01:28:54 EET 2013	Thu Feb 07 01:28:54 EET 2013	1	1.0	1.0	10659	91.0	0	0.0	0	0.0	10698	92.0
116	Thu Feb 07 01:28:54 EET 2013	Thu Feb 07 01:28:54 EET 2013	2	1.0	1.0	3708	32.0	0	0.0	0	0.0	10681	75.0
117	Thu Feb 07 01:29:51 EET 2013	Thu Feb 07 01:29:51 EET 2013	1	1.0	1.0	10747	91.0	0	0.0	0	0.0	10786	92.0
117	Thu Feb 07 01:29:51 EET 2013	Thu Feb 07 01:29:51 EET 2013	2	1.0	1.0	3711	32.0	0	0.0	0	0.0	10757	91.0
117	Thu Feb 07 01:29:54 EET 2013	Thu Feb 07 01:29:54 EET 2013	1	1.0	1.0	10750	91.0	0	0.0	0	0.0	10790	92.0
117	Thu Feb 07 01:29:54 EET 2013	Thu Feb 07 01:29:54 EET 2013	2	1.0	1.0	3740	32.0	0	0.0	0	0.0	10788	107.0
118	Thu Feb 07 01:30:51 EET 2013	Thu Feb 07 01:30:51 EET 2013	1	1.0	1.0	10838	91.0	0	0.0	0	0.0	10877	91.0
118	Thu Feb 07 01:30:51 EET 2013	Thu Feb 07 01:30:51 EET 2013	2	1.0	1.0	3742	31.0	0	0.0	0	0.0	10848	91.0
118	Thu Feb 07 01:30:55 EET 2013	Thu Feb 07 01:30:55 EET 2013	1	1.0	1.0	10841	91.0	0	0.0	0	0.0	10881	91.0
118	Thu Feb 07 01:30:55 EET 2013	Thu Feb 07 01:30:55 EET 2013	2	1.0	1.0	3771	31.0	0	0.0	0	0.0	10879	91.0
119	Thu Feb 07 01:31:52 EET 2013	Thu Feb 07 01:31:52 EET 2013	1	1.0	1.0	10929	91.0	0	0.0	0	0.0	10969	92.0
119	Thu Feb 07 01:31:52 EET 2013	Thu Feb 07 01:31:51 EET 2013	2	1.0	1.0	3774	32.0	0	0.0	0	0.0	10939	91.0
119	Thu Feb 07 01:31:55 EET 2013	Thu Feb 07 01:31:55 EET 2013	1	1.0	1.0	10932	91.0	0	0.0	0	0.0	10973	92.0
119	Thu Feb 07 01:31:55 EET 2013	Thu Feb 07 01:31:55 EET 2013	2	1.0	1.0	3803	32.0	0	0.0	0	0.0	10970	91.0
120	Thu Feb 07 01:32:52 EET 2013	Thu Feb 07 01:32:52 EET 2013	1	1.0	1.0	11020	91.0	0	0.0	0	0.0	11060	91.0
120	Thu Feb 07 01:32:52 EET 2013	Thu Feb 07 01:32:52 EET 2013	2	1.0	1.0	3805	31.0	0	0.0	0	0.0	11030	91.0
120	Thu Feb 07 01:32:55 EET 2013	Thu Feb 07 01:32:55 EET 2013	1	1.0	1.0	11023	91.0	0	0.0	0	0.0	11064	91.0
120	Thu Feb 07 01:32:55 EET 2013	Thu Feb 07 01:32:55 EET 2013	2	1.0	1.0	3834	31.0	0	0.0	0	0.0	11061	91.0
121	Thu Feb 07 01:33:52 EET 2013	Thu Feb 07 01:33:52 EET 2013	1	1.0	1.0	11111	91.0	0	0.0	0	0.0	11130	70.0
121	Thu Feb 07 01:33:52 EET 2013	Thu Feb 07 01:33:52 EET 2013	2	1.0	1.0	3836	31.0	0	0.0	0	0.0	11121	91.0
121	Thu Feb 07 01:33:55 EET 2013	Thu Feb 07 01:33:55 EET 2013	1	1.0	1.0	11115	92.0	0	0.0	0	0.0	11155	91.0
121	Thu Feb 07 01:33:55 EET 2013	Thu Feb 07 01:33:55 EET 2013	2	1.0	1.0	3865	31.0	0	0.0	0	0.0	11153	92.0
122	Thu Feb 07 01:34:52 EET 2013	Thu Feb 07 01:34:52 EET 2013	1	1.0	1.0	11203	92.0	0	0.0	0	0.0	11224	94.0
122	Thu Feb 07 01:34:52 EET 2013	Thu Feb 07 01:34:52 EET 2013	2	1.0	1.0	3867	31.0	0	0.0	0	0.0	11213	92.0
122	Thu Feb 07 01:34:55 EET 2013	Thu Feb 07 01:34:55 EET 2013	1	1.0	1.0	11207	92.0	0	0.0	0	0.0	11246	91.0
122	Thu Feb 07 01:34:55 EET 2013	Thu Feb 07 01:34:55 EET 2013	2	1.0	1.0	3895	30.0	0	0.0	0	0.0	11245	92.0
123	Thu Feb 07 01:35:52 EET 2013	Thu Feb 07 01:35:52 EET 2013	1	1.0	1.0	11295	92.0	0	0.0	0	0.0	11333	109.0
123	Thu Feb 07 01:35:52 EET 2013	Thu Feb 07 01:35:52 EET 2013	2	1.0	1.0	3898	31.0	0	0.0	0	0.0	11305	92.0
123	Thu Feb 07 01:35:55 EET 2013	Thu Feb 07 01:35:55 EET 2013	1	1.0	1.0	11299	92.0	0	0.0	0	0.0	11338	92.0
123	Thu Feb 07 01:35:55 EET 2013	Thu Feb 07 01:35:55 EET 2013	2	1.0	1.0	3927	32.0	0	0.0	0	0.0	11337	92.0
124	Thu Feb 07 01:36:52 EET 2013	Thu Feb 07 01:36:52 EET 2013	1	1.0	1.0	11386	91.0	0	0.0	0	0.0	11424	91.0
124	Thu Feb 07 01:36:52 EET 2013	Thu Feb 07 01:36:52 EET 2013	2	1.0	1.0	3929	31.0	0	0.0	0	0.0	11396	91.0
124	Thu Feb 07 01:36:55 EET 2013	Thu Feb 07 01:36:55 EET 2013	1	1.0	1.0	11390	91.0	0	0.0	0	0.0	11429	91.0
124	Thu Feb 07 01:36:55 EET 2013	Thu Feb 07 01:36:55 EET 2013	2	1.0	1.0	3958	31.0	0	0.0	0	0.0	11428	91.0
125	Thu Feb 07 01:37:52 EET 2013	Thu Feb 07 01:37:52 EET 2013	1	1.0	1.0	11478	92.0	0	0.0	0	0.0	11516	92.0
125	Thu Feb 07 01:37:52 EET 2013	Thu Feb 07 01:37:52 EET 2013	2	1.0	1.0	3960	31.0	0	0.0	0	0.0	11488	92.0
125	Thu Feb 07 01:37:55 EET 2013	Thu Feb 07 01:37:55 EET 2013	1	1.0	1.0	11481	91.0	0	0.0	0	0.0	11520	91.0
125	Thu Feb 07 01:37:55 EET 2013	Thu Feb 07 01:37:55 EET 2013	2	1.0	1.0	3989	31.0	0	0.0	0	0.0	11519	91.0
126	Thu Feb 07 01:38:52 EET 2013	Thu Feb 07 01:38:52 EET 2013	1	1.0	1.0	11569	91.0	0	0.0	0	0.0	11607	91.0
126	Thu Feb 07 01:38:52 EET 2013	Thu Feb 07 01:38:52 EET 2013	2	1.0	1.0	3991	31.0	0	0.0	0	0.0	11579	91.0
126	Thu Feb 07 01:38:56 EET 2013	Thu Feb 07 01:38:56 EET 2013	1	1.0	1.0	11572	91.0	0	0.0	0	0.0	11611	91.0
126	Thu Feb 07 01:38:56 EET 2013	Thu Feb 07 01:38:56 EET 2013	2	1.0	1.0	4020	31.0	0	0.0	0	0.0	11610	91.0
127	Thu Feb 07 01:39:52 EET 2013	Thu Feb 07 01:39:52 EET 2013	1	1.0	1.0	11660	91.0	0	0.0	0	0.0	11698	91.0
127	Thu Feb 07 01:39:52 EET 2013	Thu Feb 07 01:39:52 EET 2013	2	1.0	1.0	4022	31.0	0	0.0	0	0.0	11670	91.0
127	Thu Feb 07 01:39:56 EET 2013	Thu Feb 07 01:39:56 EET 2013	1	1.0	1.0	11663	91.0	0	0.0	0	0.0	11702	91.0
127	Thu Feb 07 01:39:56 EET 2013	Thu Feb 07 01:39:56 EET 2013	2	1.0	1.0	4051	31.0	0	0.0	0	0.0	11685	75.0
128	Thu Feb 07 01:40:53 EET 2013	Thu Feb 07 01:40:53 EET 2013	1	1.0	1.0	11751	91.0	0	0.0	0	0.0	11769	71.0
128	Thu Feb 07 01:40:53 EET 2013	Thu Feb 07 01:40:53 EET 2013	2	1.0	1.0	4054	32.0	0	0.0	0	0.0	11761	91.0
128	Thu Feb 07 01:40:56 EET 2013	Thu Feb 07 01:40:56 EET 2013	1	1.0	1.0	11755	92.0	0	0.0	0	0.0	11794	92.0
128	Thu Feb 07 01:40:56 EET 2013	Thu Feb 07 01:40:56 EET 2013	2	1.0	1.0	4083	32.0	0	0.0	0	0.0	11793	108.0
129	Thu Feb 07 01:41:53 EET 2013	Thu Feb 07 01:41:53 EET 2013	1	1.0	1.0	11843	92.0	0	0.0	0	0.0	11881	112.0
129	Thu Feb 07 01:41:53 EET 2013	Thu Feb 07 01:41:53 EET 2013	2	1.0	1.0	4085	31.0	0	0.0	0	0.0	11853	92.0
129	Thu Feb 07 01:41:56 EET 2013	Thu Feb 07 01:41:56 EET 2013	1	1.0	1.0	11846	91.0	0	0.0	0	0.0	11885	91.0
129	Thu Feb 07 01:41:56 EET 2013	Thu Feb 07 01:41:56 EET 2013	2	1.0	1.0	4113	30.0	0	0.0	0	0.0	11884	91.0
130	Thu Feb 07 01:42:53 EET 2013	Thu Feb 07 01:42:53 EET 2013	1	1.0	1.0	11934	91.0	0	0.0	0	0.0	11972	91.0
130	Thu Feb 07 01:42:53 EET 2013	Thu Feb 07 01:42:53 EET 2013	2	1.0	1.0	4116	31.0	0	0.0	0	0.0	11944	91.0
130	Thu Feb 07 01:42:56 EET 2013	Thu Feb 07 01:42:56 EET 2013	1	1.0	1.0	11937	91.0	0	0.0	0	0.0	11976	91.0
